"time","Q_m3pd"
2019-04-18,239574.394155351
2019-04-19,675189.816913746
2019-04-20,483983.235039622
2019-04-21,338788.264527736
2019-04-22,237151.785169415
2019-04-23,166006.24961859
2019-04-24,116204.374733013
2019-04-25,87371.152652278
2019-04-26,137588.260217308
2019-04-27,96311.7821521158
2019-04-28,67418.2475064811
2019-04-29,47192.7732545368
2019-04-30,33034.9412781757
2019-05-01,23124.458894723
2019-05-02,33009.6367211576
2019-05-03,266554.44475281
2019-05-04,245888.507174967
2019-05-05,252209.734222477
2019-05-06,176546.813955734
2019-05-07,174270.24151371
2019-05-08,121989.169059597
2019-05-09,85392.4183417181
2019-05-10,59774.6928392027
2019-05-11,176085.838943388
2019-05-12,270905.242936372
2019-05-13,200568.89633646
2019-05-14,140398.227435522
2019-05-15,98278.7592048655
2019-05-16,68795.1314434059
2019-05-17,63397.9383737378
2019-05-18,47507.3432616165
2019-05-19,33255.1402831315
2019-05-20,23278.5981981921
2019-05-21,16295.0187387345
2019-05-22,11406.5131171141
2019-05-23,7984.55918197988
2019-05-24,5589.19142738592
2019-05-25,50364.2693026558
2019-05-26,127719.534111859
2019-05-27,89403.6738783013
2019-05-28,62582.5717148109
2019-05-29,132184.843310938
2019-05-30,92529.3903176564
2019-05-31,207508.276770322
2019-06-01,145255.793739225
2019-06-02,101679.055617458
2019-06-03,71175.3389322203
2019-06-04,49822.7372525542
2019-06-05,34875.9160767879
2019-06-06,61272.1215620389
2019-06-07,656986.862488427
2019-06-08,1482449.3637619
2019-06-09,1165414.58571433
2019-06-10,1030586.86819503
2019-06-11,721410.807736521
2019-06-12,564688.916598763
2019-06-13,395282.241619134
2019-06-14,276697.569133394
2019-06-15,193688.298393376
2019-06-16,164938.878978009
2019-06-17,194395.465803606
2019-06-18,235208.634743524
2019-06-19,194226.504439467
2019-06-20,135958.553107627
2019-06-21,95764.7804047474
2019-06-22,67035.3462833232
2019-06-23,46924.7423983262
2019-06-24,135195.116140719
2019-06-25,94636.5812985035
2019-06-26,66245.6069089525
2019-06-27,46371.9248362667
2019-06-28,32460.3473853867
2019-06-29,98859.375517451
2019-06-30,69201.5628622157
2019-07-01,48441.094003551
2019-07-02,41257.8452668144
2019-07-03,28880.4916867701
2019-07-04,262899.184395964
2019-07-05,199305.621077175
2019-07-06,154321.598754023
2019-07-07,186658.283689816
2019-07-08,138466.148182871
2019-07-09,96926.3037280098
2019-07-10,67848.4126096068
2019-07-11,66801.8462805149
2019-07-12,46761.2923963604
2019-07-13,32732.9046774523
2019-07-14,22913.0332742166
2019-07-15,52929.6196758139
2019-07-16,37050.7337730698
2019-07-17,40176.5073242757
2019-07-18,28792.569526993
2019-07-19,20154.7986688951
2019-07-20,14108.3590682266
2019-07-21,618741.98186996
2019-07-22,610983.512108972
2019-07-23,729009.70855228
2019-07-24,510306.795986596
2019-07-25,357214.757190617
2019-07-26,250050.330033432
2019-07-27,175035.231023403
2019-07-28,122524.661716382
2019-07-29,108071.085638043
2019-07-30,225451.78086563
2019-07-31,157816.246605941
2019-08-01,192006.27162106
2019-08-02,134404.390134742
2019-08-03,99502.6308746816
2019-08-04,69651.8416122771
2019-08-05,67904.96109683
2019-08-06,47533.472767781
2019-08-07,33273.4309374467
2019-08-08,23291.4016562127
2019-08-09,16303.9811593489
2019-08-10,11412.7868115442
2019-08-11,7988.95076808095
2019-08-12,5592.26553765667
2019-08-13,12095.3566934856
2019-08-14,8466.74968543994
2019-08-15,72599.9856161853
2019-08-16,262165.88152133
2019-08-17,183516.117064931
2019-08-18,155008.701319428
2019-08-19,108506.0909236
2019-08-20,104073.202929342
2019-08-21,72861.0484505393
2019-08-22,203119.610034378
2019-08-23,599792.295176064
2019-08-24,419854.606623245
2019-08-25,293898.224636271
2019-08-26,209349.352344214
2019-08-27,198038.599442076
2019-08-28,138627.019609453
2019-08-29,97038.913726617
2019-08-30,67927.2396086319
2019-08-31,47549.0677260424
2019-09-01,33284.3474082296
2019-09-02,36705.0351354971
2019-09-03,25693.524594848
2019-09-04,17985.4672163936
2019-09-05,12589.8270514755
2019-09-06,8812.87893603286
2019-09-07,6169.015255223
2019-09-08,4318.3106786561
2019-09-09,3022.81747505927
2019-09-10,2115.97223254149
2019-09-11,191193.94643916
2019-09-12,138808.696907412
2019-09-13,97166.0878351885
2019-09-14,107293.723399138
2019-09-15,75105.6063793966
2019-09-16,52573.9244655776
2019-09-17,36801.7471259043
2019-09-18,25761.222988133
2019-09-19,18032.8560916931
2019-09-20,12622.9992641852
2019-09-21,8836.09948492963
2019-09-22,6185.26963945074
2019-09-23,4329.68874761552
2019-09-24,3030.78212333086
2019-09-25,2121.5474863316
2019-09-26,1485.08324043212
2019-09-27,1039.55826830249
2019-09-28,133571.811765084
2019-09-29,103004.304235559
2019-09-30,94035.0265648911
2019-10-01,65824.5185954238
2019-10-02,46077.1630167966
2019-10-03,32254.0141117577
2019-10-04,22577.8098782304
2019-10-05,58550.1924172858
2019-10-06,40985.1346921
2019-10-07,81840.8410714365
2019-10-08,216845.801874006
2019-10-09,151792.061311804
2019-10-10,106254.442918263
2019-10-11,74378.1100427839
2019-10-12,52064.6770299487
2019-10-13,36445.2739209641
2019-10-14,25511.6917446749
2019-10-15,19823.1640244687
2019-10-16,435784.599243594
2019-10-17,305049.219470516
2019-10-18,213534.453629361
2019-10-19,650401.071694117
2019-10-20,713439.138833882
2019-10-21,504344.374783717
2019-10-22,532057.437105602
2019-10-23,372440.205973921
2019-10-24,260708.144181745
2019-10-25,182495.700927221
2019-10-26,198832.812810411
2019-10-27,333174.807486288
2019-10-28,233222.365240401
2019-10-29,163255.655668281
2019-10-30,298682.470385562
2019-10-31,290672.976198893
2019-11-01,203471.083339225
2019-11-02,142429.758337458
2019-11-03,99700.8308362204
2019-11-04,69790.5815853543
2019-11-05,48853.407109748
2019-11-06,34197.3849768236
2019-11-07,23938.1694837765
2019-11-08,16756.7186386436
2019-11-09,11729.7030470505
2019-11-10,8210.79213293535
2019-11-11,29653.0908698791
2019-11-12,21725.2732089154
2019-11-13,15207.6912462408
2019-11-14,10645.3838723685
2019-11-15,9175.90786404582
2019-11-16,6423.13550483208
2019-11-17,4496.19485338245
2019-11-18,45830.258082862
2019-11-19,32081.1806580034
2019-11-20,22456.8264606024
2019-11-21,15719.7785224217
2019-11-22,16431.9621051353
2019-11-23,236277.316749595
2019-11-24,165394.121724716
2019-11-25,115775.885207301
2019-11-26,90122.6296063185
2019-11-27,135916.882562423
2019-11-28,95141.817793696
2019-11-29,66599.2724555872
2019-11-30,298336.700113911
2019-12-01,535679.996145738
2019-12-02,374975.997302016
2019-12-03,262483.198111411
2019-12-04,183738.238677988
2019-12-05,128616.767074592
2019-12-06,90031.7369522141
2019-12-07,63022.2158665499
2019-12-08,48953.1001462532
2019-12-09,222195.011598845
2019-12-10,200032.230919192
2019-12-11,140022.561643434
2019-12-12,114655.225717004
2019-12-13,268266.610341689
2019-12-14,332494.849738506
2019-12-15,239061.447465057
2019-12-16,188626.082239193
2019-12-17,150124.930253292
2019-12-18,105087.451177304
2019-12-19,73561.215824113
2019-12-20,51492.8510768791
2019-12-21,36044.9957538154
2019-12-22,25231.4970276708
2019-12-23,25425.447122137
2019-12-24,23148.1494066238
2019-12-25,16366.454079534
2019-12-26,22780.3500821888
2019-12-27,29567.8118095028
2019-12-28,41623.3367696274
2019-12-29,130804.312969899
2019-12-30,111430.535203504
2019-12-31,85723.4570598762
2020-01-01,60006.4199419134
2020-01-02,49709.3714625116
2020-01-03,191062.336388432
2020-01-04,176329.821476341
2020-01-05,123430.875033439
2020-01-06,86401.6125234071
2020-01-07,137576.616091178
2020-01-08,96303.6312638245
2020-01-09,67412.5418846771
2020-01-10,59502.4570888605
2020-01-11,422879.90274361
2020-01-12,350473.997320758
2020-01-13,245331.79812453
2020-01-14,240214.877663906
2020-01-15,168150.414364734
2020-01-16,117705.290055314
2020-01-17,82393.7030387197
2020-01-18,118916.949758899
2020-01-19,83241.8648312296
2020-01-20,58269.3053818607
2020-01-21,40788.5137673025
2020-01-22,28551.9596371118
2020-01-23,19986.3717459782
2020-01-24,681476.508329256
2020-01-25,499343.295778728
2020-01-26,349540.30704511
2020-01-27,244678.214931577
2020-01-28,171274.750452104
2020-01-29,119892.325316473
2020-01-30,83924.6277215308
2020-01-31,65331.6325530608
2020-02-01,51966.5994437015
2020-02-02,40301.0679622165
2020-02-03,43156.964358752
2020-02-04,38461.1356631844
2020-02-05,241404.014947633
2020-02-06,886824.369335703
2020-02-07,793504.811660889
2020-02-08,555453.368162622
2020-02-09,388817.357713836
2020-02-10,391188.065121912
2020-02-11,356326.350790985
2020-02-12,298280.389480867
2020-02-13,400511.939202598
2020-02-14,280358.357441818
2020-02-15,196250.850209273
2020-02-16,137375.595146491
2020-02-17,96162.9166025437
2020-02-18,100777.951098058
2020-02-19,70544.5657686405
2020-02-20,52380.5505639132
2020-02-21,36666.3853947392
2020-02-22,25666.4697763175
2020-02-23,17966.5288434222
2020-02-24,20994.3461757246
2020-02-25,79993.5898150807
2020-02-26,78432.0120319925
2020-02-27,80186.0319684229
2020-02-28,56130.222377896
2020-02-29,51049.5624394316
2020-03-01,35734.6937076021
2020-03-02,25128.2355063896
2020-03-03,99963.8815769731
2020-03-04,69974.7171038812
2020-03-05,48982.3019727168
2020-03-06,43726.9425820179
2020-03-07,30608.8598074125
2020-03-08,21426.2018651888
2020-03-09,14998.3413056321
2020-03-10,22080.4842077953
2020-03-11,15456.3389454567
2020-03-12,15999.3744595183
2020-03-13,209329.159900507
2020-03-14,230442.687010726
2020-03-15,191565.893649837
2020-03-16,134517.800803265
2020-03-17,97321.2111126983
2020-03-18,140564.181650042
2020-03-19,121111.452213484
2020-03-20,108258.896332075
2020-03-21,96048.8769185711
2020-03-22,67300.6794153331
2020-03-23,163777.762704704
2020-03-24,252615.034649803
2020-03-25,416550.152987177
2020-03-26,291585.107091024
2020-03-27,204109.574963717
2020-03-28,142876.702474602
2020-03-29,100013.691732221
2020-03-30,70009.5842125548
2020-03-31,324710.10804793
2020-04-01,236636.037464169
2020-04-02,165645.226224918
2020-04-03,115951.658357443
2020-04-04,81166.1608502099
2020-04-05,56816.3125951469
2020-04-06,39771.4188166029
2020-04-07,42496.0325349153
2020-04-08,61262.2689346297
2020-04-09,71814.1020657396
2020-04-10,51017.33706706
2020-04-11,35712.135946942
2020-04-12,239100.520521391
2020-04-13,1069702.44925536
2020-04-14,757422.98124172
2020-04-15,573410.167115788
2020-04-16,401387.116981052
2020-04-17,280970.981886736
2020-04-18,237523.415498705
2020-04-19,166266.390849093
2020-04-20,263532.67133686
2020-04-21,184472.869935802
2020-04-22,129131.008955062
2020-04-23,162149.09959666
2020-04-24,182966.370550851
2020-04-25,337691.530452
2020-04-26,273150.989598702
2020-04-27,191205.692719091
2020-04-28,133843.984903364
2020-04-29,189910.683501395
2020-04-30,769968.31514356
2020-05-01,538977.820600492
2020-05-02,377284.474420345
2020-05-03,278104.666059917
2020-05-04,213484.665555141
2020-05-05,256470.944670878
2020-05-06,179529.661269615
2020-05-07,125670.76288873
2020-05-08,113592.853981053
2020-05-09,79514.9977867371
2020-05-10,55660.498450716
2020-05-11,38962.3489155012
2020-05-12,27273.6442408508
2020-05-13,19091.5509685956
2020-05-14,44569.9035400526
2020-05-15,31198.9324780368
2020-05-16,21839.2527346258
2020-05-17,15287.4769142381
2020-05-18,183794.058514293
2020-05-19,1356106.0529497
2020-05-20,1986420.88197474
2020-05-21,2505057.36053863
2020-05-22,1832536.15338652
2020-05-23,1282775.30737056
2020-05-24,1188354.84157924
2020-05-25,831848.389105469
2020-05-26,582293.872373828
2020-05-27,586258.869798894
2020-05-28,555300.732572049
2020-05-29,388710.512800434
2020-05-30,272097.358960304
2020-05-31,190468.151272213
2020-06-01,133327.705890549
2020-06-02,93329.3941233842
2020-06-03,65330.5758863689
2020-06-04,112250.948430925
2020-06-05,249591.657461653
2020-06-06,185244.599174617
2020-06-07,129671.219422232
2020-06-08,90769.8535955622
2020-06-09,77783.3050008569
2020-06-10,87336.8000197175
2020-06-11,86331.6706668085
2020-06-12,60432.1694667659
2020-06-13,63850.7963855314
2020-06-14,681734.552150849
2020-06-15,705130.722159474
2020-06-16,784972.879536856
2020-06-17,1803923.86360877
2020-06-18,1320650.22772607
2020-06-19,1269114.70565023
2020-06-20,888380.293955162
2020-06-21,636879.540574987
2020-06-22,445815.678402491
2020-06-23,392802.542381775
2020-06-24,274961.779667243
2020-06-25,192473.24576707
2020-06-26,134731.272036949
2020-06-27,94311.8904258643
2020-06-28,68063.56321864
2020-06-29,47644.494253048
2020-06-30,33351.1459771336
2020-07-01,31102.5608071749
2020-07-02,21771.7925650224
2020-07-03,15240.2547955157
2020-07-04,10668.178356861
2020-07-05,7467.72484980269
2020-07-06,5227.40739486189
2020-07-07,3659.18517640332
2020-07-08,2561.42962348232
2020-07-09,1793.00073643763
2020-07-10,38911.8357058876
2020-07-11,27238.2849941213
2020-07-12,19066.7994958849
2020-07-13,71811.3359000701
2020-07-14,50267.9351300491
2020-07-15,35187.5545910343
2020-07-16,50154.5848123059
2020-07-17,35108.2093686141
2020-07-18,24575.7465580299
2020-07-19,17203.0225906209
2020-07-20,12042.1158134347
2020-07-21,165817.556767128
2020-07-22,521924.856119155
2020-07-23,514517.996248187
2020-07-24,363105.062220258
2020-07-25,254173.543554181
2020-07-26,177921.480487927
2020-07-27,124545.036341549
2020-07-28,123911.647643975
2020-07-29,87104.2590107921
2020-07-30,354552.625832642
2020-07-31,258805.534764079
2020-08-01,187507.525575113
2020-08-02,131255.267902579
2020-08-03,253986.001833682
2020-08-04,184506.495623568
2020-08-05,246288.18379961
2020-08-06,241438.785452183
2020-08-07,190396.54312388
2020-08-08,209435.714726428
2020-08-09,149081.116237932
2020-08-10,104356.781366553
2020-08-11,73049.7469565868
2020-08-12,176297.677471033
2020-08-13,350779.565841991
2020-08-14,354379.846831527
2020-08-15,625918.47673581
2020-08-16,471028.697039465
2020-08-17,329720.087927625
2020-08-18,230804.061549338
2020-08-19,161955.67413704
2020-08-20,113368.971895928
2020-08-21,158325.54837703
2020-08-22,492457.013504699
2020-08-23,404309.587023927
2020-08-24,283016.710916749
2020-08-25,198689.33386241
2020-08-26,139082.533703687
2020-08-27,97357.7735925811
2020-08-28,71709.7444430977
2020-08-29,76280.6481547765
2020-08-30,53396.4537083435
2020-08-31,740115.29093721
2020-09-01,589715.364922493
2020-09-02,412800.755445745
2020-09-03,288960.528812021
2020-09-04,202272.370168415
2020-09-05,141590.659117891
2020-09-06,99113.4613825234
2020-09-07,69379.4229677664
2020-09-08,48565.5960774365
2020-09-09,52776.7601537528
2020-09-10,123360.45378809
2020-09-11,86392.6327710008
2020-09-12,64083.5981375817
2020-09-13,44858.5186963072
2020-09-14,31400.963087415
2020-09-15,21980.6741611905
2020-09-16,15386.4719128334
2020-09-17,819140.723384447
2020-09-18,573398.506369113
2020-09-19,401378.954458379
2020-09-20,280965.268120865
2020-09-21,196675.687684606
2020-09-22,137672.981379224
2020-09-23,96371.0869654568
2020-09-24,67459.7608758198
2020-09-25,673995.504196062
2020-09-26,471796.852937243
2020-09-27,330257.79705607
2020-09-28,237264.056825815
2020-09-29,492520.825311451
2020-09-30,344764.577718016
2020-10-01,241335.204402611
2020-10-02,168934.643081828
2020-10-03,118254.250157279
2020-10-04,82777.9751100955
2020-10-05,57944.5825770669
2020-10-06,40561.2078039468
2020-10-07,28392.8454627628
2020-10-08,19874.9918239339
2020-10-09,13912.4942767538
2020-10-10,211447.699390282
2020-10-11,687678.104861799
2020-10-12,499962.704776858
2020-10-13,349973.8933438
2020-10-14,244981.72534066
2020-10-15,171487.207738462
2020-10-16,120041.045416924
2020-10-17,84028.7317918465
2020-10-18,58820.1122542926
2020-10-19,41174.0785780048
2020-10-20,28821.8550046033
2020-10-21,20175.2985032223
2020-10-22,14122.7089522556
2020-10-23,9885.89626657895
2020-10-24,27441.8317934686
2020-10-25,338480.6038531
2020-10-26,236936.42269717
2020-10-27,165855.495888019
2020-10-28,120665.754645398
2020-10-29,982633.097482277
2020-10-30,698011.315553716
2020-10-31,488607.920887601
2020-11-01,479139.099237711
2020-11-02,335397.369466398
2020-11-03,234778.158626479
2020-11-04,164344.711038535
2020-11-05,115041.297726975
2020-11-06,80528.9084088822
2020-11-07,56370.2358862175
2020-11-08,39459.1651203523
2020-11-09,27621.4155842466
2020-11-10,31321.3864801746
2020-11-11,1190833.119468
2020-11-12,1666549.68420228
2020-11-13,1166584.7789416
2020-11-14,816609.345259118
2020-11-15,573493.978182236
2020-11-16,401445.784727565
2020-11-17,281012.049309296
2020-11-18,196708.434516507
2020-11-19,137695.904161555
2020-11-20,96387.1329130884
2020-11-21,67470.9930391619
2020-11-22,47229.6951274133
2020-11-23,45402.0931063913
2020-11-24,31781.4651744739
2020-11-25,23774.9401281236
2020-11-26,16642.4580896865
2020-11-27,11649.7206627806
2020-11-28,8154.8044639464
2020-11-29,34871.7365614116
2020-11-30,511096.116659782
2020-12-01,357767.281661848
2020-12-02,250437.097163293
2020-12-03,175305.968014305
2020-12-04,474712.657622807
2020-12-05,514787.792352526
2020-12-06,360351.454646768
2020-12-07,271826.036742212
2020-12-08,190278.225719549
2020-12-09,133194.758003684
2020-12-10,93236.3306025788
2020-12-11,65265.4314218052
2020-12-12,54533.589273492
2020-12-13,46262.6165418473
2020-12-14,469251.321788758
2020-12-15,328475.92525213
2020-12-16,525664.432131369
2020-12-17,367965.102491959
2020-12-18,257575.571744371
2020-12-19,180302.90022106
2020-12-20,127112.311883487
2020-12-21,88978.6183184411
2020-12-22,62285.0328229088
2020-12-23,43599.5229760361
2020-12-24,313307.060704029
2020-12-25,313295.938259994
2020-12-26,219307.156781996
2020-12-27,153515.009747397
2020-12-28,107460.506823178
2020-12-29,75222.3547762245
2020-12-30,52655.6483433572
2020-12-31,44239.5275804238
2021-01-01,330819.183739351
2021-01-02,238431.401005345
2021-01-03,260519.253517985
2021-01-04,183274.533617019
2021-01-05,128292.173531913
2021-01-06,89804.5214723392
2021-01-07,62863.1650306375
2021-01-08,119520.112759681
2021-01-09,83664.0789317765
2021-01-10,58564.8552522435
2021-01-11,46117.325445789
2021-01-12,32282.1278120523
2021-01-13,22597.4894684366
2021-01-14,15818.2426279056
2021-01-15,74385.2297561527
2021-01-16,62026.9700304783
2021-01-17,43418.8790213348
2021-01-18,30397.495868803
2021-01-19,21278.2471081621
2021-01-20,14894.7729757135
2021-01-21,10426.3410829994
2021-01-22,7298.4387580996
2021-01-23,5108.90713066972
2021-01-24,3576.2349914688
2021-01-25,430915.093545905
2021-01-26,658160.393605673
2021-01-27,517475.042126977
2021-01-28,459741.65314693
2021-01-29,321819.157202851
2021-01-30,236467.568119878
2021-01-31,360458.584991314
2021-02-01,252321.00949392
2021-02-02,179815.189996762
2021-02-03,125870.632997734
2021-02-04,88109.4430984136
2021-02-05,72058.5626403145
2021-02-06,50440.9938482202
2021-02-07,158020.187288544
2021-02-08,110614.131101981
2021-02-09,77429.8917713864
2021-02-10,54200.9242399705
2021-02-11,302051.895171741
2021-02-12,275137.999922787
2021-02-13,414731.173136401
2021-02-14,330644.588182881
2021-02-15,453686.606319923
2021-02-16,321624.313645841
2021-02-17,225137.019552089
2021-02-18,493251.693162371
2021-02-19,345276.185213659
2021-02-20,241693.329649562
2021-02-21,169185.330754693
2021-02-22,225348.745323625
2021-02-23,157744.121726538
2021-02-24,110420.885208576
2021-02-25,90039.7270682601
2021-02-26,187644.092530725
2021-02-27,271520.743862262
2021-02-28,398030.556867856
2021-03-01,404727.70922059
2021-03-02,283309.396454413
2021-03-03,199149.474759925
2021-03-04,146185.005729303
2021-03-05,102329.504010512
2021-03-06,71630.6528073584
2021-03-07,50141.4569651509
2021-03-08,35099.0198756056
2021-03-09,32416.3933713561
2021-03-10,47017.0262974457
2021-03-11,61599.6611020851
2021-03-12,80630.0576222206
2021-03-13,85079.861305756
2021-03-14,74940.9894475677
2021-03-15,72719.8550651642
2021-03-16,62917.847440946
2021-03-17,67119.5459598433
2021-03-18,388502.927189373
2021-03-19,434719.172018124
2021-03-20,306576.11341674
2021-03-21,219988.881736421
2021-03-22,166491.440947232
2021-03-23,253433.677874344
2021-03-24,219320.379257893
2021-03-25,340932.181255176
2021-03-26,366292.222544581
2021-03-27,461944.422237354
2021-03-28,643659.823142397
2021-03-29,463191.214276091
2021-03-30,341970.076791318
2021-03-31,543007.512567002
2021-04-01,403179.886666379
2021-04-02,283982.321721611
2021-04-03,200260.327503777
2021-04-04,154977.59538618
2021-04-05,137389.732234725
2021-04-06,133575.120278002
2021-04-07,137766.22536997
2021-04-08,198565.173887821
2021-04-09,185762.832230928
2021-04-10,634507.354949777
2021-04-11,520495.835645965
2021-04-12,399826.733334549
2021-04-13,312945.633110398
2021-04-14,341132.019964596
2021-04-15,269068.22373443
2021-04-16,203215.017257111
2021-04-17,161360.837034126
2021-04-18,138790.832909837
2021-04-19,255411.555709564
2021-04-20,207247.34191302
2021-04-21,161169.662253179
2021-04-22,117967.903162334
2021-04-23,97447.6627980764
2021-04-24,460270.936826873
2021-04-25,351736.417768878
2021-04-26,277576.785827505
2021-04-27,236546.678334405
2021-04-28,223082.798555286
2021-04-29,219850.767787037
2021-04-30,191874.739218091
2021-05-01,156896.620402742
2021-05-02,147545.229907684
2021-05-03,354905.205579365
2021-05-04,385873.330941524
2021-05-05,317492.728826007
2021-05-06,255441.037623146
2021-05-07,224938.795921133
2021-05-08,187254.897264262
2021-05-09,174138.890075156
2021-05-10,168050.292269012
2021-05-11,156203.473375107
2021-05-12,128911.157896837
2021-05-13,90237.8105277859
2021-05-14,63166.4673694501
2021-05-15,44216.5271586151
2021-05-16,45482.5172657507
2021-05-17,33508.6636080364
2021-05-18,23456.0645256255
2021-05-19,16419.2451679379
2021-05-20,11493.4716175565
2021-05-21,8045.43013228955
2021-05-22,5631.80109260268
2021-05-23,3942.26076482188
2021-05-24,2776.71047204158
2021-05-25,1943.6973304291
2021-05-26,1360.58813130037
2021-05-27,952.411691910261
2021-05-28,137777.282687991
2021-05-29,237220.416917005
2021-05-30,179405.160739857
2021-05-31,125583.6125179
2021-06-01,87908.5287625301
2021-06-02,61535.9701337711
2021-06-03,43075.1790936397
2021-06-04,30152.6253655478
2021-06-05,21106.8377558835
2021-06-06,15885.7937482826
2021-06-07,112483.342114943
2021-06-08,459272.422106765
2021-06-09,560369.699093774
2021-06-10,504146.002072033
2021-06-11,748777.847239468
2021-06-12,532393.854393129
2021-06-13,687874.087300768
2021-06-14,481511.861110537
2021-06-15,337058.302777376
2021-06-16,235940.811944163
2021-06-17,165158.568360914
2021-06-18,115610.99785264
2021-06-19,80927.698496848
2021-06-20,56649.3889477936
2021-06-21,39654.5722634555
2021-06-22,190368.05217814
2021-06-23,133257.636524698
2021-06-24,93280.3455672884
2021-06-25,65296.2418971019
2021-06-26,45707.3693279713
2021-06-27,386721.366422719
2021-06-28,270704.956495903
2021-06-29,189493.469547132
2021-06-30,217104.234092849
2021-07-01,694792.625969172
2021-07-02,710228.958775062
2021-07-03,497160.271142543
2021-07-04,348012.18979978
2021-07-05,243608.532859846
2021-07-06,170525.973001892
2021-07-07,125608.898299092
2021-07-08,318214.160090609
2021-07-09,222749.912063426
2021-07-10,493575.07770907
2021-07-11,373097.764877043
2021-07-12,261168.43541393
2021-07-13,182817.904789751
2021-07-14,289366.269894814
2021-07-15,202556.38892637
2021-07-16,159391.705351565
2021-07-17,207932.970329141
2021-07-18,145553.079230399
2021-07-19,103876.478974088
2021-07-20,72713.5352818615
2021-07-21,50899.474697303
2021-07-22,35629.6322881121
2021-07-23,24940.7426016785
2021-07-24,32049.810924484
2021-07-25,216960.064568726
2021-07-26,611863.581880965
2021-07-27,436398.600848093
2021-07-28,305479.020593665
2021-07-29,213835.314415566
2021-07-30,149684.720090896
2021-07-31,104779.304063627
2021-08-01,102013.4721377
2021-08-02,71409.4304963901
2021-08-03,49986.6013474731
2021-08-04,34990.6209432312
2021-08-05,24493.4346602618
2021-08-06,17145.4042621833
2021-08-07,12001.7829835283
2021-08-08,10503.5478033595
2021-08-09,7352.48346235165
2021-08-10,49893.526759396
2021-08-11,34925.4687315772
2021-08-12,24447.828112104
2021-08-13,137888.024337958
2021-08-14,189044.455597217
2021-08-15,779376.452695449
2021-08-16,947550.734362993
2021-08-17,778255.204359736
2021-08-18,655965.240900085
2021-08-19,521880.515230151
2021-08-20,424623.834222771
2021-08-21,297236.68395594
2021-08-22,208065.678769158
2021-08-23,145645.975138411
2021-08-24,101952.182596887
2021-08-25,75632.96873525
2021-08-26,52943.078114675
2021-08-27,38196.3286380436
2021-08-28,26737.4300466305
2021-08-29,68858.5466885214
2021-08-30,65000.4352415971
2021-08-31,244394.800214654
2021-09-01,559727.419626438
2021-09-02,391809.193738506
2021-09-03,274266.435616955
2021-09-04,191986.504931868
2021-09-05,134390.553452308
2021-09-06,94073.3874166154
2021-09-07,65851.3711916308
2021-09-08,56454.3922551221
2021-09-09,39518.0745785855
2021-09-10,27662.6522050099
2021-09-11,19363.8565435069
2021-09-12,13554.6995804548
2021-09-13,9488.28970631838
2021-09-14,6641.80279442287
2021-09-15,4649.26195609601
2021-09-16,79525.8475989119
2021-09-17,55668.0933192383
2021-09-18,38967.6653234668
2021-09-19,27277.3657264268
2021-09-20,32962.8860920736
2021-09-21,725708.852646289
2021-09-22,2472699.70061043
2021-09-23,1730889.7904273
2021-09-24,1211622.85329911
2021-09-25,848135.997309379
2021-09-26,593695.198116565
2021-09-27,415586.638681596
2021-09-28,290910.647077117
2021-09-29,203637.452953982
2021-09-30,142546.217067787
2021-10-01,99782.3519474511
2021-10-02,69847.6463632158
2021-10-03,383953.144464048
2021-10-04,296248.548176553
2021-10-05,431215.964921802
2021-10-06,311007.084144726
2021-10-07,245098.047198278
2021-10-08,180840.584081172
2021-10-09,180303.509082409
2021-10-10,126212.456357686
2021-10-11,88348.7194503802
2021-10-12,61844.1036152661
2021-10-13,43290.8725306863
2021-10-14,30303.6107714804
2021-10-15,21212.5275400363
2021-10-16,23052.7676505831
2021-10-17,16136.9373554082
2021-10-18,11295.8561487857
2021-10-19,7907.09930415
2021-10-20,5534.969512905
2021-10-21,53724.1965769123
2021-10-22,38337.514350064
2021-10-23,26836.2600450448
2021-10-24,18785.3820315314
2021-10-25,197388.793626813
2021-10-26,138172.155538769
2021-10-27,96720.5088771383
2021-10-28,153740.600680029
2021-10-29,617432.456255335
2021-10-30,473071.16440672
2021-10-31,331149.815084704
2021-11-01,231804.870559293
2021-11-02,214813.776149932
2021-11-03,150369.643304952
2021-11-04,105258.750313467
2021-11-05,73681.1252194267
2021-11-06,51576.7876535987
2021-11-07,36103.7513575191
2021-11-08,25272.6259502634
2021-11-09,17690.8381651844
2021-11-10,12383.586715629
2021-11-11,110745.848701658
2021-11-12,329428.349395612
2021-11-13,230669.578968063
2021-11-14,161468.705277644
2021-11-15,113028.093694351
2021-11-16,79119.6655860457
2021-11-17,55383.765910232
2021-11-18,38768.6361371624
2021-11-19,27138.0452960137
2021-11-20,18996.6317072096
2021-11-21,13297.6421950467
2021-11-22,9308.34953653269
2021-11-23,6515.84467557288
2021-11-24,4561.09127290102
2021-11-25,3505.14617112041
2021-11-26,3932.80164621539
2021-11-27,2752.96115235078
2021-11-28,1927.07280664554
2021-11-29,1348.95096465188
2021-11-30,944.265675256316
2021-12-01,2125.76115431857
2021-12-02,1488.032808023
2021-12-03,1041.6229656161
2021-12-04,729.136075931269
2021-12-05,510.395253151888
2021-12-06,357.276677206322
2021-12-07,250.093674044425
2021-12-08,175.065571831098
2021-12-09,122.545900281768
2021-12-10,114266.034599811
2021-12-11,118474.981078131
2021-12-12,82932.4867546915
